Model,Avg_Epoch_Time_s,Total_Epoch_Time_s,Total_Training_Time_s,Test_Accuracy
FCN,0.2314978837966919,1.3889873027801514,1.4039976596832275,0.9866666666666667
CNN,1.1179190278053284,8.943352222442627,8.960729360580444,0.99125
